0:04:02.784	0:04:08.165	следовавших друг за другом на Земле в течение 4 миллиардов лет.	аки-аки ԥшь-миллиард шықәса Адгьыл аҿы еишьҭагылаз.	f
0:04:08.248	0:04:13.587	Даже сегодня появляются новые вулканы.	Иахьагьы ицәырҵуеит авулкан ҿыцқәа.	f
0:04:13.670	0:04:17.549	Они отдаленно напоминают нам о том, какой Земля была в период зарождения -	Дара инахараны иаҳгәаладыршәоит Адгьыл аҟаламҭазы изеиҧшраз -	f
0:04:17.632	0:04:20.260	расплавленная порода, извергающаяся из глубин,	аҵа иахәыҵҟьо,ирҭәоу адгьыллыҵқәа,	f
0:04:20.343	0:04:22.596	твердеет, трескается,	кьакьахоит, иҷҷоит,	f
0:04:22.679	0:04:25.599	пузырится или растекается тонкой коркой,	икакаҷуеит ма ипоу бӷажәны икакәкәоит, 	f
0:04:25.682	0:04:28.351	прежде чем на время впасть в спячку.	аамҭалатәи ацәа иалалаанӡа.	f
0:04:42.282	0:04:46.286	Эти кольца дыма, струящиеся из недр Земли,	Арҭ алҩа мацәазқәа, Адгьыл аҵа икылҵәраа иаауа,	f
0:04:46.369	0:04:49.790	были неотъемлемой частью первичной атмосферы Земли.	Адгьыл раԥхьатәи аҳаир иузаҟәымҭхо иахәҭакны иҟан.	f
0:04:49.873	0:04:52.793	Атмосферы, лишённой кислорода.	Аҳаир, аҵәыҵәри иалхәдоу.	f
0:04:54.252	0:04:57.005	Плотная атмосфера, насыщенная водяным паром,	Ат жәпа, аӡы ахылҩа-ԥсылҩала игәылҭәаау	f
0:04:57.088	0:04:59.549	богатая углекислым газом.	Арацәаҵәыҵәытә газ ала ибеиоу.	f
0:05:03.428	0:05:05.430	Словно в печном котле.	Аԥшьырца чуан еиԥш.	f
0:05:15.732	0:05:20.987	Но благодаря воде Землю ожидало исключительное будущее.	Аха аӡы абзоурала Адгьыл аԥеиԥш бзиаӡа азыԥшын.	f
0:05:21.071	0:05:25.492	На идеальном расстоянии от Солнца - не слишком далеко и не слишком близко -	Иахьынӡахәҭацәҟьоу Амра иацәыхараны -- иагьыхарацәамкәа, иагьааигәацәамкәа -	f
0:05:25.575	0:05:29.621	Земля могла содержать воду в жидком виде.	Адгьыл аӡы ҵаӷаӡа иныҟәнагон.	f
0:05:31.581	0:05:36.586	Водяные пары конденсировались и обрушивались на Землю проливными дождями.	Аӡы ахылҩа-ԥсылҩа цәыкәбархон (конденсатхон), нас иқәа хышхаҵәараха Адгьыл иажәлон	f
0:05:36.670	0:05:38.672	Так появились реки.	Убри алагьы аӡиасқәа цәырҵит.	f
0:05:49.933	0:05:52.644	Реки придавали форму поверхности Земли,	Аӡиасқәа рыла ишьақәгылеит адгьыл ақәыҧшылара аформа,	f
0:05:52.727	0:05:54.855	прокладывая свои русла,	Рхатәы ӡышьҭрақәа алдо,	f
0:05:54.938	0:05:56.982	пробивая долины.	архақәа кылаԥҽуа.	f
0:05:57.065	0:06:00.986	Они сбегали в самые низкие места Земли, чтобы сформировать океаны.	Дара адгьыл илаҟәӡаз аҭыԥқәа рахь еихон, аокеанқәа шьақәдыргыларц азы.	f
0:06:03.446	0:06:05.365	Они вымывали минералы из скал,	Ацаҟьара аминералқәа аҵӡәӡәаауа,	f
0:06:05.448	0:06:08.076	и постепенно пресные воды океанов	хәыҷы-хәыҷла аокеанқәа рӡымшьа	f
0:06:08.159	0:06:10.328	стали очень солёными.	даара иҵааны иҟалеит.	f
0:06:18.712	0:06:21.172	Вода - источник жизни.	Аӡы - аҧсҭазаара иахыҵхырҭоуп.	f
0:06:21.256	0:06:24.175	Она оросила эти бесплодные просторы.	Уи иарҧсааит арҭ иҧсадоу аиужьрақәа.	f
0:06:24.259	0:06:27.387	Пути, которые она проложила, словно вены в человеческом теле,	Амҩахәасҭақәа илнагаз ауаҩытәыҩса ицәеижь идақәа реиҧш,	f
0:06:27.470	0:06:32.309	словно ветви деревьев, наполненные соком.	шәырӡла иҭәу аҵла рымахәқәа реиҧш.	f
0:07:11.806	0:07:13.934	Спустя примерно 4 миллиарда лет,	ԥшь-миллиард шықәса раҟара анҵы ашьҭахь,	f
0:07:14.017	0:07:17.354	кое-где на Земле до сих пор можно найти эти произведения искусства,	Иахьа уажәраанӡагьы адгьыл аҿы џьара-џьара ари аҟазара арҿиамҭақәа уԥшаар ҟалоит,	f
0:07:17.437	0:07:22.525	оставленные пеплом вулканов, смешанным с водой из исландских ледников.	авулкан аццышә иннажьыз, исландиатәи аҵааршәыра иалҵыз аӡы иалаӡҩаз.	f
0:07:39.209	0:07:42.128	И вот они - исходные вещества и вода,	Абар дара - аханатәтәи аӡи амаҭәашьари,	f
0:07:42.212	0:07:44.172	вода и материя -	Аӡи аматериеи -	f
0:07:44.255	0:07:50.178	зыбь и твердь создали важнейший союз, представленный в каждой форме жизни на нашей планете.		f
0:08:05.944	0:08:09.447	Минералы и металлы даже старше Земли.	Аминералқәеи аметалли қәрала акыр адгьыл иеиҳауп.	f
0:08:09.531	0:08:11.533	Они являются космической пылью.	Урҭ космостә сабоуп.	f
0:08:11.616	0:08:13.868	Они подарили Земле краски.	Урҭ аԥштәқәа адгьыл ҳамҭас иарҭеит.	f
0:08:21.251	0:08:25.422	Красный от железа, чёрный от углерода,	Аҟаҧшь аихаҟынтәи, аиқәаҵәа арацәаӡы аҟынтәи,	f
0:08:25.505	0:08:29.092	синий от меди, жёлтый от серы.	аиаҵәа абҩаҟынтә, аҩежь атыҩшаҟынтә.	f
0:08:55.118	0:08:57.287	Откуда мы появились?	Ҳабантәаанагеи ҳара?	f
0:08:57.370	0:09:00.039	Где загорелась первая искра жизни?	Иабацәырҵи аҧсҭазаара раҧхьатәи ацыҧхь?	f
0:09:01.833	0:09:03.752	Удивительно,	Уамашәа иубаша,	f
0:09:03.835	0:09:07.964	первые примитивные формы жизни всё ещё существуют в горячих источниках Земли.	раԥхьатәи ԥсҭазаара аформа мариақәа иахьагьы рыҧсы ҭоуп адгьыл зымҽхазкуа ахыҵхырҭақәа рҿы.	f
0:09:09.174	0:09:11.760	Они дают им свои цвета.	Дара урҭ рыԥштәқәа рырҭоит.	f
0:09:11.843	0:09:14.304	Их называют археобактериями.	Урҭ археобактериақәа ҳәа ирышьҭоуп.	f
0:09:21.061	0:09:23.229	Все они живут за счёт тепла Земли -	Урҭ зегьы адгьыл аҧхарра абзоурала рыҧсы ҭоуп -	f
0:09:23.313	0:09:28.318	все, за исключением цианобактерий, или сине-зелёных водорослей.	зегьы, ацианобактериақәа рыда, мамзаргьы аӡҵиаа хиаҵәаақәеи.	f
0:09:31.738	0:09:36.785	Только они могут поворачиваться к Солнцу и поглощать его энергию.	Дара заҵәык роуп Амрахь иааҳәуа, иара амчхара зыхәлазгалогьы.	f
0:09:41.164	0:09:46.836	Они являются предками всех прежних и нынешних видов растений.	Дара уанӡатәии уажәтәии аҵиаа хкқәа зегьы зхылҵыз роуп.	f
0:09:48.296	0:09:50.381	Эти крошечные бактерии...	Арҭ абактериа маҷӡақәа…	f
0:09:50.465	0:09:52.675	и миллиарды их потомков...	Миллиардла урҭ рхылҵшьҭрақәа…	f
0:09:52.759	0:09:56.096	изменили судьбу нашей планеты.	ҳапланета алахьынҵа рҧсахит.	f
0:09:56.179	0:09:59.015	Они преобразовали её атмосферу.	Урҭ шьаҭанкыла аҳаир еиҭаркит.	f
0:10:04.687	0:10:08.274	Но что же случилось с углекислым газом, отравлявшим атмосферу?	Аха иахьзеи атмосфера ҧхасҭазтәуаз арацәаҵәыҵәытә газ?	f
0:10:08.358	0:10:12.529	Он всё ещё здесь, заточённый в земной коре.	Иара уажәгьы ара иҟоуп, адгьыл ацәа иҭакны.	f
0:10:12.612	0:10:14.906	Нигде не сможем мы прочесть эту главу истории Земли...	Џьаргьы ҳзаҧхьаӡом Адгьыл аҭоурых ари ахы…	f
0:10:14.989	0:10:18.785	так же хорошо, как на стенах Большого Каньона Колорадо.	Убас ибзиоуп, Колорадо Аиҩхааҭшәа Ду аҭӡқәа рҿеиԥш.	f
0:10:18.868	0:10:22.705	Они открывают для нас почти 2 миллиарда лет истории Земли.	Урҭ иаҳзаадыруеит ҩ-миллиард шықәса инарзынаҧшуа Адгьыл аҭоурых.	f
0:10:22.789	0:10:27.710	Когда-то Большой Каньон был морем, населённым микроорганизмами.	Анкьа зны Аиҩхааҭшәа Ду амикроорганизмқәа (цәеижьхәҭақәа) рыла иҭәыз мшынын.	f
0:10:27.794	0:10:32.298	Они вырастили свои раковины, используя атмосферный углекислый газ,	Дара рмыдаӷьцәақәа аздырҳаит, атмосфера рацәаҵәыҵәытә газ ахархәарала,	f
0:10:32.382	0:10:34.634	который был растворён в океане.	Аокеан аҿы иалаӡҩаз.	f
0:10:34.717	0:10:37.554	Когда они умирали, ракушки тонули...	Дара анԥсуаз, амыдаӷьцәа ӡааҟәрылон…	f
0:10:37.637	0:10:40.223	и скапливались на морском дне.	амшын аҵаҿы еизон.	f
0:10:41.850	0:10:46.646	В этих отложениях миллиарды и миллиарды тех ракушек.	Арҭ аиқәыларақәа рҿы миллиард рацәала урҭ амыдаӷьцәақәа ыҟоуп.	f
0:10:55.655	0:10:59.617	Благодаря им, атмосфера была очищена от углекислого газа,	Урҭ рыбзоурала аҳаир, арацәаҵәыҵәытә газ аҟынтә ирыцқьан,	f
0:10:59.701	0:11:02.078	и другие формы жизни смогли зародиться.	Егьырҭ аԥсҭазааратә формақәагьы рышьақәгылара алыршахеит.	f
0:11:16.426	0:11:19.596	Это жизнь, изменившая атмосферу.	Ари аҳаир зҧсахыз ҧсҭазаароуп.	f
0:11:19.679	0:11:23.057	Растения питались солнечной энергией,	Аҵиаақәа зегьы амра амчхара рфон,	f
0:11:23.141	0:11:25.727	которая позволяет расщепить молекулу воды,	аӡы амолекулақәа реиҩырҷҷара алзыршоз,	f
0:11:25.810	0:11:27.729	чтобы получить кислород.	аҵәыҵәыри аиуразы.	f
0:11:27.812	0:11:30.690	И кислород наполнил воздух.	Аҵәыҵәыри аҳауа арҭәит.	f
0:11:41.701	0:11:45.580	Круговорот воды на Земле - это процесс постоянного обновления.	Адгьыл аҟны аӡы аикәшара - ари есымшатәи арҿыцра апроцесс ауп.	f
0:11:45.663	0:11:48.625	Водопады, водяные пары,	Аӡхыҽҽақәа, аӡ фақьқәа,	f
0:11:48.708	0:11:52.295	облака, дожди, родники,	аԥҭақәа, ақәақәа, аӡыхьқәа,	f
0:11:52.378	0:11:57.634	реки, моря, океаны, ледники.	аӡиасқәа, амшынқәа, аокеанқәа, аҵааршәырақәа.	f
0:11:57.717	0:11:59.719	Круговорот никогда не прерывается.	Аикәшара ахаан еиԥҟьом.	f
0:11:59.802	0:12:03.389	Количество воды на Земле всегда неизменно.	Адгьыл аҟны аӡы ахыҧхьаӡара еснагь ԥсахрада иаанхоит.	f
0:12:03.473	0:12:08.561	Все жившие на Земле виды пили одну и ту же воду.	Адгьыл аҟны инхоз ахкқәа зегьы иржәуан ӡыхьк.	f
0:12:09.812	0:12:12.899	Вода - удивительное вещество.	Аӡы - иџьоушьахәу маҭәашьаруп.	f
0:12:12.982	0:12:15.193	Одно из самых изменчивых.	Зегьы реиҳа зҽызҧсахуа ируакуп.	f
0:12:15.276	0:12:17.779	Она имеет жидкую форму в виде воды,	Уи иамоуп иӡшьару аформа аӡы ӡҵас,	f
0:12:17.862	0:12:19.781	газообразную в виде пара...	агазҧшра змоу ахылҩа-ҧсылҩеиҧш…	f
0:12:19.864	0:12:22.533	и твёрдую в виде льда.	насгьы аҵаа еиҧш икьакьоу.	f
0:12:30.917	0:12:35.088	В Сибири, замёрзшие поверхности озёр зимой...	Сибра ихҵаалаз аӡиақәа аӡын…	f
0:12:35.171	0:12:40.718	хранят следы тех сил, что действуют во время замерзания воды.	урҭ аӡы зырҵаауа амчқәа рышьҭамҭа еиқәдырхоит.	f
0:12:40.802	0:12:43.221	Легче воды, лёд плавает,	Аӡы аасҭа иласу аҵааршә ӡсауеит.	f
0:12:43.304	0:12:45.431	а не погружается на дно.	аҵахь иӡааҟәрылаӡом.	f
0:12:45.515	0:12:48.685	Он создаёт защитный покров от холода,	Уи ахьҭа иацәызхьчаша ахҟьа аҧнаҵоит,	f
0:12:48.768	0:12:51.020	под которым продолжается жизнь.	Зыҵаҟа аҧсҭазаара иацызҵо.	f
0:13:33.855	0:13:37.150	Двигателем жизни является взаимосвязь.	Аимадара аҧсҭазаара арныҟәага ауп.	f
0:13:37.233	0:13:39.319	Всё взаимосвязано.	Зегьы еимадоуп.	f
0:13:39.402	0:13:41.863	Ничто не самодостаточно.	Акгьы халазхарам.	f
0:13:41.946	0:13:44.157	Вода и воздух неразделимы,	Аӡи аҳауеи узеиҟәыҭхом,	f
0:13:44.240	0:13:48.161	объединены в жизни и для нашей жизни на Земле.	Аҧсҭазаараҿы, насгьы Адгьыл аҿы ҳаҧсҭазааразы еидҳәалоуп.	f
0:13:53.249	0:13:58.796	Облака формируются над океанами и приносят дождь на сушу,	Аԥҭақәа аокеан ахыхь рҽеидыркылоит, нас адгьыл ахь ақәа ааргоит,	f
0:13:58.880	0:14:02.008	где реки несут воду обратно в океаны.	аӡиасқәа аӡы ыргьежьны аокеан ахь иахьаарго.	f
0:14:02.091	0:14:04.469	Обмен - это всё.	Аиҭныԥсахлара - ари зегьы ауп.	f
0:14:12.852	0:14:18.691	Зелёное пространство, проглядывающее сквозь облака - источник кислорода в воздухе.	хе Аԥҭақәа иргәылԥшуа,иҵыхәаԥҵәарадоу аиужьра иаҵәара, аҳауаҿы аҵәыҵәри иахыҵхырҭоуп	f
0:14:18.775	0:14:23.863	70% этого газа, без которого наши лёгкие не могут функционировать,	ари агаз 70%, ҳарҧҳақәа зда ихәарҭам, аус рзымуа,	f
0:14:23.946	0:14:28.242	поступает от водорослей, которые окрашивают поверхность океанов.	аокеан ақәԥшылара зшәуа аӡҵиаақәа рҟынтәи иаауеит.	f
0:14:29.911	0:14:32.872	Наша Земля основана на балансе...	Ҳара ҳ-Адгьыл уасхырс иамоуп абаланс…	f
0:14:32.955	0:14:35.708	в котором каждый играет свою роль...	Уа досу ироль наигӡоит…	f
0:14:35.792	0:14:39.754	и существует только благодаря существованию другого.	Насгьы аҧсы  ҭоуп даҽакы аҟазаара иабзоураны.	f
0:14:39.837	0:14:45.718	Изысканная хрупкая гармония, которую так легко нарушить.	Илԥшааху аинаалара кашәкаҷа, зеилагара зынӡа имариоу.	f
0:14:45.802	0:14:51.015	Так, кораллы были рождены союзом водорослей и раковин моллюсков.	Убас, акораллқәа иит аӡҵиаақәеи амыдаӷьқәа рцәақәеи реидыларала.	f
0:14:51.099	0:14:54.727	Большой Барьерный Риф, у побережья Австралии,	Аԥынгылатә Риф Ду, Австралиа иаҽԥынгылоу,	f
0:14:54.811	0:14:58.856	раскинулся на 350 000 квадратных километров...	350 квадрат километранӡа аҽеиҵнахит…	f
0:14:58.940	0:15:02.735	и является домом для 1500 видов рыб,	аҧсыӡ хкқәа 1500 ирыҩнуп,	f
0:15:02.819	0:15:05.238	4000 видов моллюсков...	амыдаӷьқәа 4000 хкы…	f
0:15:05.321	0:15:08.408	и 400 видов кораллов.	400 хкы акораллқәа.	f
0:15:08.491	0:15:13.121	Равновесие любого океана зависит от этих кораллов.	Иарбанзаалак аокен аибакапанра арҭ акораллқәа ирыбзоуроуп.	f
0:15:34.475	0:15:38.896	Земля отсчитывает время в миллиардах лет.	Адгьыл миллиард шықәсала аамҭа аԥхьаӡоит. 	f
0:15:38.980	0:15:43.109	Ей понадобилось больше 4х миллиардов лет, чтобы создать деревья.	Иара ԥшь-миллиард шықәса инареиҳаны иаҭаххеит аҵлақәа раԥҵаразы.	f
0:15:46.612	0:15:48.656	Среди растений,	Аҵиаақәа рахьынтәи:	f
0:15:48.739	0:15:50.783	деревья - это кульминация,	Аҵлақәа кульминациоуп:	f
0:15:50.867	0:15:53.953	превосходное живое изваяние.	Зеиԥш ыҟам ԥсы зхоу аҳа́баҟа.	f
0:15:54.036	0:15:56.080	Деревья бросают вызов гравитации.	Аҵлақәа агравитациа иаҿагылоит. 	f
0:15:56.164	0:16:02.003	Это единственный природный элемент, вечно стремящийся к небесам.	Ари изаҵәыку ԥсабаратә елементуп, есқьынагь ажәҩан ахь еихо.	f
0:16:02.086	0:16:07.049	Они неспешно растут навстречу солнцу, которое питает их листву.	Дара мыццакӡакәа, ҭынч изҳауа, рыбӷьқәа зырчо амра иазнеиуеит.	f
0:16:27.737	0:16:31.699	В наследство от тех крохотных цианобактерий они получили...	Имаҷӡоу ацианобактериақәа рҟынтәи шьҭрала ироуит…	f
0:16:31.782	0:16:35.036	способность поглощать солнечную энергию.	амра амчхара ахәлагалара алшара.	f
0:16:35.119	0:16:38.247	Они накапливают её и питаются ею,	Уи еизыргоит, нас ирфоит,	f
0:16:38.331	0:16:40.958	преобразуя её в древесину и листву,	аҵламаҭәахәи абӷьи рахь ииаго,	f
0:16:41.042	0:16:44.337	которые потом распадаются на смесь из воды,	нас аӡышьшьырахь ииасуа еимышәшәо.	f
0:16:44.420	0:16:47.924	минеральных и органических веществ.	аминералтәи аорганизмтәи маҭәашьарқәа.	f
0:16:48.966	0:16:51.010	И так, постепенно,	Убас, хәыҷы-хәыҷла,	f
0:16:51.093	0:16:55.765	сформировалась почва, необходимая для жизни.	ишьақәгылеит аԥсҭазааразы иаҭахыз адгьыл акаҭ.	f
0:17:04.065	0:17:07.276	Почва - это фабрика биоразнообразия.	Акаҭ - ари абиологиа хкеиԥшымзаара иафабрикоуп.	f
0:17:08.611	0:17:11.072	Это целый мир непрерывной деятельности,	Ари иааиԥмырҟьаӡакәа ицо аусура иадунеи дууп,	f
0:17:11.155	0:17:16.202	где микроорганизмы питаются, рыхлят, аэрируют и перерабатывают.	амикроорганизмқәа хьчо, адгьыл ахьдырппуа, аус ахьадыруло.	f
0:17:16.285	0:17:21.958	Они создают гумус, перегной - тот плодородный слой, от которого зависит вся жизнь на суше.	на суше Дара абӷьеилабаа, арҵәыра ҟарҵоит - акаҭ чашәра, аԥсҭазаара зыхьԥшу	f
0:17:41.644	0:17:44.772	Что мы знаем о жизни на Земле?	Адгьыл аҿы иҟоу аԥсҭазааразы иаадыруазеи ҳара?	f
0:17:44.855	0:17:47.108	Сколько видов нам известно?	Шаҟа хкы ҳдыруазеи ҳара?	f
0:17:47.191	0:17:50.778	Десятая часть? А может быть сотая?	Ажәабатәи ахәҭа? Мамзаргьы шәкытәи? 	f
0:17:50.861	0:17:53.906	А что мы знаем о связях между ними?	Иаҳдыруазеи ҳара дара реимадара иазкны? 	f
0:17:55.908	0:17:58.286	Земля - это настоящее чудо.	Адгьыл-џьашьахәуп.	f
0:17:58.369	0:18:00.413	Жизнь остаётся загадкой.	Аԥсҭазаара аанхоит имаӡаны.	f
0:18:20.182	0:18:22.101	Семейства животных формируются...	Аҧстәқәа рҭаацәарақәа шьақәгылоит…	f
0:18:22.184	0:18:26.272	их общими особенностями и повадками, необходимыми для выживания.	Рыҧсеиқәхаразы ихадароу еицырзеиҧшу аҷыдарақәеи ашьцыларақәеи.	f
0:18:47.335	0:18:50.630	Животные приспособились к своим пастбищам,	Аԥстәқәа рҳәырҭақәа рҽандраалеит,	f
0:18:50.713	0:18:53.466	и их пастбища приспособились к ним.	аҳәырҭақәагьы дара ирнаалеит.	f
0:18:53.549	0:18:55.509	В результате чего выигрывают все.	Уи иабзоураны зегьы аиааира ргеит.	f
0:18:55.593	0:18:59.805	Животные утоляют голод, а деревья расцветают вновь.	Аԥстәқәа амла иакӡом, аҵлақәа ишәҭыкакаҷуеит.	f
0:19:41.931	0:19:44.642	В этом великом путешествии жизни на Земле...	Ари Адгьыл аҿтәи аԥсҭазаара аныҟәара дуӡӡаҿы…	f
0:19:44.725	0:19:46.936	каждый вид имеет особую функцию,	хкыцыҧхьаӡа иамоуп иҷыдоу афункциа,	f
0:19:47.019	0:19:49.563	занимает определенное место.	иааннакылоит иалкаау аҭыԥ.	f
0:19:50.815	0:19:53.609	Нет бесполезных или опасных существ.	Иҵакыдоу ма ишәарҭоу ԥсы зхоу.	f
0:19:53.692	0:19:56.529	Все они сбалансированы.	Дара зегьы еибакапануп.	f
0:20:11.168	0:20:13.212	И вот ты,	Абар уара,	f
0:20:13.295	0:20:16.215	хомо сапиенс - человек разумный -	Хомо сапиенс - ихәыцуа ауаҩы	f
0:20:16.298	0:20:18.342	выходишь на арену истории.	Уҭыҵуеит аҭоурых адаҟьаҟны	f
0:20:19.468	0:20:22.179	Ты получил сказочное наследство,	Уара иуоуит иџьашьахәу аҭынха ду	f
0:20:22.263	0:20:26.976	которое Земля бережно копила в течение 4 миллиардов лет.	Уи адгьыл еиҷаҳаны еизнагон ԥшь-миллиард шықәса	f
0:20:33.482	0:20:36.277	Тебе всего 200 000 лет,	Уара ҩышә нызқь шықәса заҵәык роуп иухыҵуа	f
0:20:36.360	0:20:39.280	а ты изменил облик мира.	арахь уара адунеи аҭеиҭԥш еиҭоукит	f
0:20:41.282	0:20:43.284	Несмотря на свою уязвимость,	Аԥсыҽрақәа шумоугьы	f
0:20:43.367	0:20:46.245	ты захватил все места обитания...	Уара иумпыҵаухалеит анхарҭа ҭыҧқәа зегьы.	f
0:20:46.328	0:20:49.123	и покорил такие территории,	Унапаҿы иааугеит ас еиҧш иҟоу аҵакырадгьылқәа	f
0:20:49.206	0:20:51.876	как никакой другой вид до тебя.	уара уҟны иааиаанӡа даҽа хкык шыҟамлацыз еиԥш	f
0:21:04.555	0:21:07.683	После 180 000 лет кочевья,	180000 -нызқь шықәса аџьамлахра ашьҭахь 	f
0:21:07.766	0:21:11.645	благодаря более мягкому климату, люди приняли оседлый образ жизни.	Еиҳа иԥхоу аклимат иабзоураны ауаа иҭыҧантәалоу аҧсҭазаарахь ииасит	f
0:21:11.729	0:21:15.733	Они больше не зависели от охоты, как средства выживания.	Дара уаҳа ашәарацара ихьԥшымызт хныҟәгагак аҳасабала	f
0:21:15.816	0:21:17.902	Они предпочли жить во влажных местностях,	Дара еиӷьыршьеит ицәааку аҭыҧқәа рҿы анхара	f
0:21:17.985	0:21:22.239	которые были богаты рыбой, дичью и дикими растениями.	Аҧсыӡи, ашәарахи, абнатә ҵиаақәеи рыла ибеиаз	f
0:21:22.323	0:21:25.910	Здесь, где суша, вода и жизнь соединяются.	Араҟа адгьыли, аӡи, аҧсҭазаареи иахьеибыҭоу	f
0:21:35.044	0:21:38.422	Человеческий гений вдохновил их на постройку лодок.	Аҟыбаҩ ӷәӷәа змоу ауаҩытҩыса анышь аргылара ргәы азышьҭихит	f
0:21:39.548	0:21:43.052	Это изобретение открыло новые горизонты...	Ари аԥҵамҭа  иҿыцу алаҧшҳәаақәа иаанартит...	f
0:21:43.135	0:21:46.388	и превратило людей в мореплавателей.	Ауааԥсыра амшынланыҟәаҩцәаны иҟанаҵеит.	f
0:22:17.920	0:22:21.423	Даже сегодня большая часть человечества...	Иахьагьы ауаатәыҩса рыбжеиҳараҩык.	f
0:22:21.507	0:22:23.425	живёт на побережьях континентов...	 инхоит аконтинентқәа рыҧшаҳәаҿы.	f
0:22:23.509	0:22:26.178	или берегах рек и озёр.	Мамзаргьы аӡиасқәа, ма аӡиақәа рыҧшаҳәаҿы	f
0:23:00.921	0:23:05.843	Первые города появились менее 600 лет назад.	Раԥхьатәи ақалақьқәа цәырҵит 600 шықәса иреҳамкәа раҧхьа	f
0:23:05.926	0:23:09.722	Это был значительный скачок в истории человечества.	Уи ауаатәыҩса рҭоурых аҿы зеиԥшыҟамыз еиҭаҧаран	f
0:23:09.805	0:23:14.894	Почему города? Потому что в них людям было проще обороняться.	Избан ақалақьқәа? Избанзар дара рҿы ахыхьчара еиҳа ирзымариан	f
0:23:14.977	0:23:17.021	Они стали социальными существами,	Урҭ асоциалтә шамҭақәа роуп	f
0:23:17.104	0:23:19.732	встречаясь и обмениваясь знаниями и умениями,	Еиқәшәаны адыррақәеи ашьцыларақәеи еимырдо	f
0:23:19.815	0:23:22.610	сочетая сходства и различия.	Аиҧшзаарақәеи аиҧшымзаарақәеи еилагӡо	f
0:23:22.693	0:23:26.113	Другими словами, они стали цивилизованными.	Даҽакала иуҳәозар, урҭ ацивилизациа рылсит	f
0:24:10.449	0:24:14.662	Но в распоряжении людей была только энергия, данная природой...	Аха ауаа рнапаҿы ирымаз амчхара заҵәык акәын, аԥсабара ирнаҭаз	f
0:24:14.745	0:24:17.456	и сила собственных мускулов.	насгьы ржьышәа амчи	f
0:24:17.539	0:24:21.627	Таким было существование человечества на протяжении тысяч лет.	Абас иҟан аукаҩы иԥсҭазаашьа акыр зқьышықәса	f
0:24:21.710	0:24:25.172	Таким оно и осталось для каждого четвёртого из нас -	Ус иагьынхеит ԥшьҩык ҳахьынтәи аӡәы изы	f
0:24:25.255	0:24:28.300	более 1,5 миллиардов человек -	1,5 миллиард уааԥсыра инареиҳаны - 	f
